model,params,checkpoint,training_steps,moves,score_p1,score_p2,n_rounds,noise,family
EleutherAI/pythia-410M-deduped,405334016,step93000,93000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",17,15,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step95000,95000,"[('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",32,32,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",34,34,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step95000,95000,"[('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",26,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step95000,95000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",20,16,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step97000,97000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",19,19,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step97000,97000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",32,32,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step97000,97000,"[('F', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J')]",22,26,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step97000,97000,"[('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'F'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",27,32,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step97000,97000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",20,16,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step99000,99000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",16,16,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step99000,99000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",33,35,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step99000,99000,"[('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",31,37,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step99000,99000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",24,26,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step99000,99000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",13,11,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step101000,101000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step101000,101000,"[('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",30,34,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step101000,101000,"[('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J')]",22,28,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step101000,101000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J')]",26,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step101000,101000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",19,13,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step103000,103000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",16,16,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step103000,103000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J')]",32,32,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step103000,103000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",34,36,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step103000,103000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",32,33,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step103000,103000,"[('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",22,18,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step105000,105000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step105000,105000,"[('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'F'), ('J', 'F')]",30,26,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step105000,105000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",31,31,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step105000,105000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",36,38,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step105000,105000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",16,12,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step107000,107000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J'), ('F', 'J')]",16,16,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step107000,107000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",31,37,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step107000,107000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F')]",22,26,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step109000,109000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step109000,109000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J')]",35,33,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step109000,109000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",40,40,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step109000,109000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",36,38,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step109000,109000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",18,14,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step111000,111000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",16,16,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step111000,111000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",32,32,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step111000,111000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",28,36,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step111000,111000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",29,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step111000,111000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",15,13,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step113000,113000,"[('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step113000,113000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",25,35,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step113000,113000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",28,32,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step113000,113000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",28,31,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step113000,113000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",15,13,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step115000,115000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",16,16,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step115000,115000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",37,39,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step115000,115000,"[('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",31,35,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step115000,115000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",34,34,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step115000,115000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",18,18,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step117000,117000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",19,19,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step117000,117000,"[('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",33,27,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step117000,117000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J')]",25,31,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step117000,117000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('F', 'J'), ('J', 'J')]",29,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step117000,117000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",16,16,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step119000,119000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",19,19,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step119000,119000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",33,35,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step119000,119000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",34,34,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step119000,119000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",29,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step119000,119000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J')]",23,21,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step121000,121000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step121000,121000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",33,35,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step121000,121000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",31,35,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step121000,121000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F')]",26,30,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step121000,121000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J')]",15,13,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step123000,123000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step123000,123000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",28,36,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step123000,123000,"[('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",19,27,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step123000,123000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",38,39,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step123000,123000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J')]",23,17,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step125000,125000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step125000,125000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'F')]",28,28,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step125000,125000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",31,35,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step125000,125000,"[('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",31,34,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step125000,125000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",21,19,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step127000,127000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step127000,127000,"[('J', 'F'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('F', 'J'), ('F', 'J')]",22,26,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step127000,127000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J')]",31,35,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step127000,127000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",32,33,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step127000,127000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",19,17,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step129000,129000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F')]",22,22,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step129000,129000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",34,38,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step129000,129000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",31,35,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step129000,129000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",28,31,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step129000,129000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,16,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",13,13,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",31,37,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step131000,131000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",31,33,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step131000,131000,"[('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",30,35,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step131000,131000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",17,15,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step133000,133000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J')]",19,19,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step133000,133000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",39,37,10,0.2,Prisoner's Dilemma
EleutherAI/pythia-410M-deduped,405334016,step133000,133000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",37,37,10,0.2,Unfair
EleutherAI/pythia-410M-deduped,405334016,step133000,133000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",33,35,10,0.2,Biased
EleutherAI/pythia-410M-deduped,405334016,step133000,133000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",22,18,10,0.2,Second Best
EleutherAI/pythia-410M-deduped,405334016,step135000,135000,"[('J', 'J'), ('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",22,22,10,0.2,Win-win
EleutherAI/pythia-410M-deduped,405334016,step135000,135000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J')]",32,32,10,0.2,Prisoner's Dilemma
